Index,Mode,Velocity,Damping,Frequency,Kfreq
CSD,Mode 1,1.0,-0.0065173567,4.4675256,1.3881
CSD,Mode 1,2.0,-0.013515903,4.4703791,0.6945
CSD,Mode 1,3.0,-0.021228439,4.4730221,0.4633
CSD,Mode 1,4.0,-0.029333439,4.4752415,0.3476
CSD,Mode 1,5.0,-0.037673575,4.4770288,0.2782
CSD,Mode 1,6.0,-0.046165093,4.4784173,0.2319
CSD,Mode 1,7.0,-0.054764908,4.4794664,0.1988
CSD,Mode 1,8.0,-0.0634465,4.4802092,0.174
CSD,Mode 1,9.0,-0.072198135,4.4806879,0.1547
CSD,Mode 1,10.0,-0.08101628,4.4809315,0.1392
CSD,Mode 1,11.0,-0.089895096,4.4809576,0.1266
CSD,Mode 1,12.0,-0.09883368,4.4807863,0.116
CSD,Mode 1,13.0,-0.1078342,4.4804301,0.1071
CSD,Mode 1,14.0,-0.11690052,4.4798978,0.0994
CSD,Mode 1,15.0,-0.12603732,4.4791957,0.0928
CSD,Mode 1,16.0,-0.13524923,4.4783331,0.087
CSD,Mode 1,17.0,-0.14454161,4.477316,0.0818
CSD,Mode 1,18.0,-0.15392042,4.4761488,0.0773
CSD,Mode 1,19.0,-0.16339215,4.4748335,0.0732
CSD,Mode 1,20.0,-0.17296363,4.4733716,0.0695
CSD,Mode 1,21.0,-0.18264207,4.4717625,0.0662
CSD,Mode 1,22.0,-0.19243503,4.470005,0.0631
CSD,Mode 1,23.0,-0.20235044,4.468096,0.0604
CSD,Mode 1,24.0,-0.21239648,4.4660333,0.0578
CSD,Mode 1,25.0,-0.22258174,4.4638136,0.0555
CSD,Mode 1,26.0,-0.23290176,4.4614509,0.0533
CSD,Mode 1,27.0,-0.24339214,4.4589039,0.0513
CSD,Mode 1,28.0,-0.25405008,4.4561835,0.0494
CSD,Mode 1,29.0,-0.26488577,4.453284,0.0477
CSD,Mode 1,30.0,-0.27590983,4.4501975,0.0461
CSD,Mode 1,31.0,-0.28713335,4.4469179,0.0446
CSD,Mode 1,32.0,-0.29856819,4.4434371,0.0431
CSD,Mode 1,33.0,-0.31022717,4.4397433,0.0418
CSD,Mode 1,34.0,-0.32212341,4.4358304,0.0405
CSD,Mode 1,35.0,-0.33427139,4.4316846,0.0393
CSD,Mode 1,36.0,-0.34668643,4.4272927,0.0382
CSD,Mode 1,37.0,-0.35938442,4.4226455,0.0371
CSD,Mode 1,38.0,-0.3723831,4.417724,0.0361
CSD,Mode 1,39.0,-0.38570064,4.4125169,0.0352
CSD,Mode 1,40.0,-0.3993573,4.407003,0.0342
CSD,Mode 1,41.0,-0.41337443,4.4011639,0.0334
CSD,Mode 1,42.0,-0.42777486,4.3949809,0.0325
CSD,Mode 1,43.0,-0.44258358,4.3884297,0.0317
CSD,Mode 1,44.0,-0.45782739,4.3814858,0.0309
CSD,Mode 1,45.0,-0.47353541,4.3741215,0.0302
CSD,Mode 1,46.0,-0.48973865,4.3663111,0.0295
CSD,Mode 1,47.0,-0.50647208,4.3580161,0.0288
CSD,Mode 1,48.0,-0.52377284,4.3492027,0.0282
CSD,Mode 1,49.0,-0.54168188,4.3398302,0.0275
CSD,Mode 1,50.0,-0.56024429,4.3298528,0.0269
CSD,Mode 1,51.0,-0.57950823,4.3192298,0.0263
CSD,Mode 1,52.0,-0.59952911,4.3078988,0.0257
CSD,Mode 1,53.0,-0.62036615,4.2958054,0.0252
CSD,Mode 1,54.0,-0.64208709,4.282875,0.0246
CSD,Mode 1,55.0,-0.66476493,4.2690404,0.0241
CSD,Mode 1,56.0,-0.68848268,4.2542164,0.0236
CSD,Mode 1,57.0,-0.71333362,4.2383067,0.0231
CSD,Mode 1,58.0,-0.73942237,4.2212054,0.0226
CSD,Mode 1,59.0,-0.76686694,4.2027948,0.0221
CSD,Mode 1,60.0,-0.79580296,4.1829337,0.0217
CSD,Mode 1,61.0,-0.82638346,4.1614715,0.0212
CSD,Mode 1,62.0,-0.8587847,4.1382339,0.0207
CSD,Mode 1,63.0,-0.89321202,4.113013,0.0203
CSD,Mode 1,64.0,-0.9299038,4.0855728,0.0198
CSD,Mode 1,65.0,-0.9691372,4.0556495,0.0194
CSD,Mode 1,66.0,-1.0112434,4.0229201,0.0189
CSD,Mode 1,67.0,-1.0566145,3.9870177,0.0185
CSD,Mode 1,68.0,-1.1057235,3.9475051,0.018
CSD,Mode 1,69.0,-1.1591467,3.9038609,0.0176
CSD,Mode 1,70.0,-1.2175931,3.8554648,0.0171
CSD,Mode 1,71.0,-1.2819463,3.8015735,0.0166
CSD,Mode 1,72.0,-1.3533295,3.7412742,0.0161
CSD,Mode 1,73.0,-1.4331931,3.6734436,0.0156
CSD,Mode 1,74.0,-1.5234502,3.5966818,0.0151
CSD,Mode 1,75.0,-1.6266816,3.5092292,0.0145
CSD,Mode 1,76.0,-1.7464899,3.4088007,0.0139
CSD,Mode 1,77.0,-1.8880663,3.2924099,0.0133
CSD,Mode 1,78.0,-2.0592452,3.1560247,0.0126
CSD,Mode 1,79.0,-2.2725459,2.9940161,0.0118
CSD,Mode 1,80.0,-2.5495342,2.7981785,0.0109
CSD,Mode 1,81.0,-2.9315388,2.5557235,0.0098
CSD,Mode 1,82.0,-3.5116358,2.2445602,0.0085
CSD,Mode 1,83.0,-4.5663922,1.819328,0.0068
CSD,Mode 1,84.0,-7.7051071,1.1387381,0.0042
CSD,Mode 1,85.0,-0.038396777,0.0,0.0
CSD,Mode 1,86.0,-0.031437498,0.0,0.0
CSD,Mode 1,87.0,-0.027168477,0.0,0.0
CSD,Mode 1,88.0,-0.023927339,0.0,0.0
CSD,Mode 1,89.0,-0.021267756,0.0,0.0
CSD,Mode 1,90.0,-0.018992171,0.0,0.0
CSD,Mode 1,91.0,-0.016992863,0.0,0.0
CSD,Mode 1,92.0,-0.015203564,0.0,0.0
CSD,Mode 1,93.0,-0.013580116,0.0,0.0
CSD,Mode 1,94.0,-0.012091356,0.0,0.0
CSD,Mode 1,95.0,-0.01071432,0.0,0.0
CSD,Mode 1,96.0,-0.0094315018,0.0,0.0
CSD,Mode 1,97.0,-0.008229177,0.0,0.0
CSD,Mode 1,98.0,-0.0070963392,0.0,0.0
CSD,Mode 1,99.0,-0.0060239848,0.0,0.0
CSD,Mode 1,100.0,-0.0050046225,0.0,0.0
CSD,Mode 1,101.0,-0.0040319237,0.0,0.0
CSD,Mode 1,102.0,-0.0031004679,0.0,0.0
CSD,Mode 1,103.0,-0.0022055527,0.0,0.0
CSD,Mode 1,104.0,-0.0013430499,0.0,0.0
CSD,Mode 1,105.0,-0.00050929283,0.0,0.0
CSD,Mode 1,106.0,0.00029901205,0.0,0.0
CSD,Mode 1,107.0,0.001084857,0.0,0.0
CSD,Mode 1,108.0,0.0018509918,0.0,0.0
CSD,Mode 1,109.0,0.0025999734,0.0,0.0
CSD,Mode 1,110.0,0.0033342086,0.0,0.0
CSD,Mode 1,111.0,0.0040559921,0.0,0.0
CSD,Mode 1,112.0,0.004767541,0.0,0.0
CSD,Mode 1,113.0,0.0054710284,0.0,0.0
CSD,Mode 1,114.0,0.0061686149,0.0,0.0
CSD,Mode 1,115.0,0.0068624829,0.0,0.0
CSD,Mode 1,116.0,0.0075548716,0.0,0.0
CSD,Mode 1,117.0,0.0082481167,0.0,0.0
CSD,Mode 1,118.0,0.0089446958,0.0,0.0
CSD,Mode 1,119.0,0.0096472827,0.0,0.0
CSD,Mode 1,120.0,0.010358813,0.0,0.0
CSD,Mode 1,121.0,0.011082569,0.0,0.0
CSD,Mode 2,1.0,-0.0081509409,30.164744,9.3723
CSD,Mode 2,2.0,-0.0053287412,30.100065,4.6761
CSD,Mode 2,3.0,-0.0050998912,30.106633,3.1181
CSD,Mode 2,4.0,-0.0059841992,30.112695,2.339
CSD,Mode 2,5.0,-0.0071531999,30.117159,1.8715
CSD,Mode 2,6.0,-0.0084450252,30.121072,1.5598
CSD,Mode 2,7.0,-0.0098156033,30.124787,1.3371
CSD,Mode 2,8.0,-0.011247428,30.128408,1.1701
CSD,Mode 2,9.0,-0.01273174,30.131954,1.0402
CSD,Mode 2,10.0,-0.014263426,30.135415,0.9363
CSD,Mode 2,11.0,-0.01583915,30.138767,0.8513
CSD,Mode 2,12.0,-0.017456544,30.141986,0.7804
CSD,Mode 2,13.0,-0.019113851,30.145045,0.7205
CSD,Mode 2,14.0,-0.020809552,30.147898,0.6691
CSD,Mode 2,15.0,-0.022542952,30.150573,0.6245
CSD,Mode 2,16.0,-0.024313133,30.153023,0.5855
CSD,Mode 2,17.0,-0.026119557,30.155232,0.5511
CSD,Mode 2,18.0,-0.027961876,30.157183,0.5206
CSD,Mode 2,19.0,-0.029839955,30.158861,0.4932
CSD,Mode 2,20.0,-0.031753291,30.16022,0.4685
CSD,Mode 2,21.0,-0.033703112,30.161315,0.4462
CSD,Mode 2,22.0,-0.03568925,30.162098,0.426
CSD,Mode 2,23.0,-0.03771226,30.162557,0.4075
CSD,Mode 2,24.0,-0.039772785,30.162679,0.3905
CSD,Mode 2,25.0,-0.041871666,30.162453,0.3749
CSD,Mode 2,26.0,-0.044008915,30.161829,0.3604
CSD,Mode 2,27.0,-0.046187729,30.160871,0.3471
CSD,Mode 2,28.0,-0.048408368,30.159525,0.3347
CSD,Mode 2,29.0,-0.050672344,30.157775,0.3231
CSD,Mode 2,30.0,-0.052981325,30.155607,0.3123
CSD,Mode 2,31.0,-0.0553357,30.152969,0.3022
CSD,Mode 2,32.0,-0.057740566,30.149916,0.2927
CSD,Mode 2,33.0,-0.060196568,30.146387,0.2838
CSD,Mode 2,34.0,-0.062704524,30.142333,0.2755
CSD,Mode 2,35.0,-0.065270961,30.137796,0.2675
CSD,Mode 2,36.0,-0.067895581,30.132693,0.2601
CSD,Mode 2,37.0,-0.070585076,30.127042,0.253
CSD,Mode 2,38.0,-0.073340644,30.120775,0.2463
CSD,Mode 2,39.0,-0.076159705,30.11379,0.2399
CSD,Mode 2,40.0,-0.079055534,30.106151,0.2339
CSD,Mode 2,41.0,-0.082029304,30.097775,0.2281
CSD,Mode 2,42.0,-0.085085761,30.08861,0.2226
CSD,Mode 2,43.0,-0.08823005,30.078599,0.2173
CSD,Mode 2,44.0,-0.091467748,30.067675,0.2123
CSD,Mode 2,45.0,-0.094804888,30.055765,0.2075
CSD,Mode 2,46.0,-0.098247998,30.042785,0.2029
CSD,Mode 2,47.0,-0.10180413,30.028642,0.1985
CSD,Mode 2,48.0,-0.10548091,30.01323,0.1943
CSD,Mode 2,49.0,-0.10928653,29.996429,0.1902
CSD,Mode 2,50.0,-0.11322985,29.978107,0.1863
CSD,Mode 2,51.0,-0.11732037,29.958111,0.1825
CSD,Mode 2,52.0,-0.12156829,29.936267,0.1789
CSD,Mode 2,53.0,-0.12598449,29.912376,0.1754
CSD,Mode 2,54.0,-0.13058055,29.886212,0.172
CSD,Mode 2,55.0,-0.13536871,29.857519,0.1687
CSD,Mode 2,56.0,-0.14036179,29.826002,0.1655
CSD,Mode 2,57.0,-0.14557311,29.791327,0.1624
CSD,Mode 2,58.0,-0.15101634,29.753112,0.1594
CSD,Mode 2,59.0,-0.15670522,29.710927,0.1565
CSD,Mode 2,60.0,-0.1626533,29.664283,0.1536
CSD,Mode 2,61.0,-0.16887346,29.612631,0.1508
CSD,Mode 2,62.0,-0.17537742,29.555357,0.1481
CSD,Mode 2,63.0,-0.18217489,29.491779,0.1454
CSD,Mode 2,64.0,-0.18927281,29.42115,0.1428
CSD,Mode 2,65.0,-0.19667454,29.34266,0.1403
CSD,Mode 2,66.0,-0.20437888,29.255438,0.1377
CSD,Mode 2,67.0,-0.21237903,29.158572,0.1352
CSD,Mode 2,68.0,-0.22066168,29.051112,0.1327
CSD,Mode 2,69.0,-0.22920622,28.932103,0.1303
CSD,Mode 2,70.0,-0.23798421,28.800595,0.1278
CSD,Mode 2,71.0,-0.24695909,28.655668,0.1254
CSD,Mode 2,72.0,-0.25608629,28.496454,0.123
CSD,Mode 2,73.0,-0.26531349,28.32215,0.1205
CSD,Mode 2,74.0,-0.2745811,28.132023,0.1181
CSD,Mode 2,75.0,-0.28378565,27.926345,0.1157
CSD,Mode 2,76.0,-0.29292362,27.702863,0.1133
CSD,Mode 2,77.0,-0.30188206,27.461824,0.1108
CSD,Mode 2,78.0,-0.31057297,27.202765,0.1084
CSD,Mode 2,79.0,-0.31889893,26.925261,0.1059
CSD,Mode 2,80.0,-0.32675062,26.628931,0.1034
CSD,Mode 2,81.0,-0.33400351,26.313433,0.1009
CSD,Mode 2,82.0,-0.34051335,25.978479,0.0984
CSD,Mode 2,83.0,-0.34611152,25.623872,0.0959
CSD,Mode 2,84.0,-0.35059833,25.249548,0.0934
CSD,Mode 2,85.0,-0.35373474,24.855648,0.0909
CSD,Mode 2,86.0,-0.35523376,24.442632,0.0883
CSD,Mode 2,87.0,-0.35475258,24.011417,0.0858
CSD,Mode 2,88.0,-0.35188702,23.563583,0.0832
CSD,Mode 2,89.0,-0.34617262,23.101592,0.0806
CSD,Mode 2,90.0,-0.33709837,22.629012,0.0781
CSD,Mode 2,91.0,-0.32413967,22.150684,0.0756
CSD,Mode 2,92.0,-0.30681712,21.672682,0.0732
CSD,Mode 2,93.0,-0.28477726,21.201971,0.0708
CSD,Mode 2,94.0,-0.25787755,20.745682,0.0686
CSD,Mode 2,95.0,-0.22624403,20.31012,0.0664
CSD,Mode 2,96.0,-0.19026961,19.899817,0.0644
CSD,Mode 2,97.0,-0.15049166,19.51564,0.0625
CSD,Mode 2,98.0,-0.10771933,19.160403,0.0607
CSD,Mode 2,99.0,-0.062566548,18.830548,0.0591
CSD,Mode 2,100.0,-0.015629538,18.523014,0.0576
CSD,Mode 2,101.0,0.032612131,18.234216,0.0561
CSD,Mode 2,102.0,0.081800393,17.960508,0.0547
CSD,Mode 2,103.0,0.13168705,17.698444,0.0534
CSD,Mode 2,104.0,0.18211459,17.444928,0.0521
CSD,Mode 2,105.0,0.23299773,17.197252,0.0509
CSD,Mode 2,106.0,0.28430636,16.953085,0.0497
CSD,Mode 2,107.0,0.3360545,16.710433,0.0485
CSD,Mode 2,108.0,0.38828957,16.467604,0.0474
CSD,Mode 2,109.0,0.44108757,16.223139,0.0462
CSD,Mode 2,110.0,0.49454694,15.97578,0.0451
CSD,Mode 2,111.0,0.54878903,15.724408,0.044
CSD,Mode 2,112.0,0.60395703,15.468019,0.0429
CSD,Mode 2,113.0,0.66021514,15.205691,0.0418
CSD,Mode 2,114.0,0.71775252,14.93655,0.0407
CSD,Mode 2,115.0,0.77678611,14.659745,0.0396
CSD,Mode 2,116.0,0.83756442,14.374428,0.0385
CSD,Mode 2,117.0,0.90037712,14.079718,0.0374
CSD,Mode 2,118.0,0.96556021,13.774686,0.0363
CSD,Mode 2,119.0,1.0335106,13.458323,0.0351
CSD,Mode 2,120.0,1.104701,13.129514,0.034
CSD,Mode 2,121.0,1.1796997,12.786994,0.0328
CSD,Mode 3,1.0,-0.0012604827,45.840269,14.2427
CSD,Mode 3,2.0,-0.0014470751,45.828772,7.1196
CSD,Mode 3,3.0,-0.0020884109,45.82618,4.7461
CSD,Mode 3,4.0,-0.0027107844,45.816795,3.5589
CSD,Mode 3,5.0,-0.0033369173,45.804921,2.8463
CSD,Mode 3,6.0,-0.0039779651,45.790618,2.3712
CSD,Mode 3,7.0,-0.0046371817,45.77372,2.0317
CSD,Mode 3,8.0,-0.0053133474,45.754116,1.777
CSD,Mode 3,9.0,-0.0060053246,45.731745,1.5788
CSD,Mode 3,10.0,-0.0067126657,45.706564,1.4201
CSD,Mode 3,11.0,-0.0074353024,45.67853,1.2902
CSD,Mode 3,12.0,-0.0081732753,45.647598,1.1819
CSD,Mode 3,13.0,-0.0089265951,45.613721,1.0902
CSD,Mode 3,14.0,-0.0096951055,45.576848,1.0115
CSD,Mode 3,15.0,-0.010478754,45.536943,0.9432
CSD,Mode 3,16.0,-0.011277166,45.493952,0.8834
CSD,Mode 3,17.0,-0.012089927,45.447828,0.8306
CSD,Mode 3,18.0,-0.012916511,45.398524,0.7836
CSD,Mode 3,19.0,-0.013756298,45.345994,0.7415
CSD,Mode 3,20.0,-0.014608346,45.290185,0.7036
CSD,Mode 3,21.0,-0.015472298,45.231067,0.6692
CSD,Mode 3,22.0,-0.016347049,45.168585,0.6379
CSD,Mode 3,23.0,-0.017231248,45.102689,0.6093
CSD,Mode 3,24.0,-0.018124623,45.03335,0.583
CSD,Mode 3,25.0,-0.019025171,44.960508,0.5588
CSD,Mode 3,26.0,-0.019932759,44.884135,0.5364
CSD,Mode 3,27.0,-0.020845456,44.804177,0.5156
CSD,Mode 3,28.0,-0.021761836,44.720589,0.4962
CSD,Mode 3,29.0,-0.022680318,44.633328,0.4782
CSD,Mode 3,30.0,-0.023597372,44.542343,0.4613
CSD,Mode 3,31.0,-0.024514252,44.447605,0.4455
CSD,Mode 3,32.0,-0.025427822,44.349065,0.4306
CSD,Mode 3,33.0,-0.026336123,44.246678,0.4166
CSD,Mode 3,34.0,-0.027236929,44.140402,0.4034
CSD,Mode 3,35.0,-0.028127764,44.030194,0.3909
CSD,Mode 3,36.0,-0.029006145,43.91601,0.379
CSD,Mode 3,37.0,-0.029869404,43.797808,0.3678
CSD,Mode 3,38.0,-0.030714545,43.675546,0.3571
CSD,Mode 3,39.0,-0.031538248,43.549183,0.3469
CSD,Mode 3,40.0,-0.03233696,43.418681,0.3373
CSD,Mode 3,41.0,-0.033106925,43.284,0.328
CSD,Mode 3,42.0,-0.033844,43.145104,0.3192
CSD,Mode 3,43.0,-0.034543617,43.001959,0.3107
CSD,Mode 3,44.0,-0.035200764,42.854534,0.3026
CSD,Mode 3,45.0,-0.035809978,42.702802,0.2948
CSD,Mode 3,46.0,-0.036365527,42.54674,0.2874
CSD,Mode 3,47.0,-0.036861248,42.38633,0.2802
CSD,Mode 3,48.0,-0.037290343,42.221559,0.2733
CSD,Mode 3,49.0,-0.037645344,42.052425,0.2666
CSD,Mode 3,50.0,-0.037918072,41.878933,0.2602
CSD,Mode 3,51.0,-0.038099597,41.701101,0.2541
CSD,Mode 3,52.0,-0.038180203,41.518963,0.2481
CSD,Mode 3,53.0,-0.038149349,41.332566,0.2423
CSD,Mode 3,54.0,-0.037995638,41.141979,0.2367
CSD,Mode 3,55.0,-0.037706839,40.947295,0.2313
CSD,Mode 3,56.0,-0.0372699,40.748631,0.2261
CSD,Mode 3,57.0,-0.036671009,40.546139,0.221
CSD,Mode 3,58.0,-0.035895693,40.340003,0.2161
CSD,Mode 3,59.0,-0.034928991,40.130452,0.2113
CSD,Mode 3,60.0,-0.033755694,39.917758,0.2067
CSD,Mode 3,61.0,-0.032360689,39.702244,0.2022
CSD,Mode 3,62.0,-0.030729434,39.484291,0.1979
CSD,Mode 3,63.0,-0.028848806,39.264332,0.1936
CSD,Mode 3,64.0,-0.026707767,39.042858,0.1895
CSD,Mode 3,65.0,-0.024297888,38.820414,0.1856
CSD,Mode 3,66.0,-0.021614252,38.597595,0.1817
CSD,Mode 3,67.0,-0.018656381,38.375031,0.178
CSD,Mode 3,68.0,-0.015429117,38.153378,0.1743
CSD,Mode 3,69.0,-0.011943304,37.933289,0.1708
CSD,Mode 3,70.0,-0.0082161943,37.715399,0.1674
CSD,Mode 3,71.0,-0.004271462,37.500291,0.1641
CSD,Mode 3,72.0,-0.00013875904,37.28848,0.1609
CSD,Mode 3,73.0,0.0041471511,37.080385,0.1578
CSD,Mode 3,74.0,0.0085476131,36.876327,0.1548
CSD,Mode 3,75.0,0.013008719,36.676495,0.1519
CSD,Mode 3,76.0,0.017516875,36.481045,0.1491
CSD,Mode 3,77.0,0.022015143,36.289941,0.1464
CSD,Mode 3,78.0,0.02646364,36.103117,0.1438
CSD,Mode 3,79.0,0.030824781,35.920441,0.1413
CSD,Mode 3,80.0,0.035063811,35.74174,0.1388
CSD,Mode 3,81.0,0.039149056,35.566817,0.1364
CSD,Mode 3,82.0,0.043051955,35.395466,0.1341
CSD,Mode 3,83.0,0.046734809,35.227558,0.1319
CSD,Mode 3,84.0,0.050195428,35.062801,0.1297
CSD,Mode 3,85.0,0.05340479,34.901087,0.1276
CSD,Mode 3,86.0,0.056345016,34.742292,0.1255
CSD,Mode 3,87.0,0.058985486,34.586445,0.1235
CSD,Mode 3,88.0,0.061339354,34.433296,0.1216
CSD,Mode 3,89.0,0.063382381,34.282929,0.1197
CSD,Mode 3,90.0,0.065104596,34.135375,0.1178
CSD,Mode 3,91.0,0.066497918,33.990707,0.1161
CSD,Mode 3,92.0,0.067556422,33.849032,0.1143
CSD,Mode 3,93.0,0.068259181,33.710683,0.1126
CSD,Mode 3,94.0,0.068637477,33.575481,0.111
CSD,Mode 3,95.0,0.068677515,33.443774,0.1094
CSD,Mode 3,96.0,0.068383564,33.315775,0.1078
CSD,Mode 3,97.0,0.067763175,33.191693,0.1063
CSD,Mode 3,98.0,0.066826856,33.071741,0.1049
CSD,Mode 3,99.0,0.065588249,32.95612,0.1034
CSD,Mode 3,100.0,0.064063974,32.845013,0.1021
CSD,Mode 3,101.0,0.062273377,32.738566,0.1007
CSD,Mode 3,102.0,0.060238021,32.636896,0.0994
CSD,Mode 3,103.0,0.05798112,32.540079,0.0982
CSD,Mode 3,104.0,0.055527138,32.448144,0.0969
CSD,Mode 3,105.0,0.052900996,32.361077,0.0958
CSD,Mode 3,106.0,0.050127633,32.278816,0.0946
CSD,Mode 3,107.0,0.047231183,32.201267,0.0935
CSD,Mode 3,108.0,0.044234811,32.128288,0.0924
CSD,Mode 3,109.0,0.041159991,32.05972,0.0914
CSD,Mode 3,110.0,0.038026501,31.995368,0.0904
CSD,Mode 3,111.0,0.034852022,31.935031,0.0894
CSD,Mode 3,112.0,0.031652245,31.87849,0.0884
CSD,Mode 3,113.0,0.028440816,31.825521,0.0875
CSD,Mode 3,114.0,0.025229365,31.775903,0.0866
CSD,Mode 3,115.0,0.022027722,31.729413,0.0857
CSD,Mode 3,116.0,0.01884399,31.685839,0.0849
CSD,Mode 3,117.0,0.015684788,31.64497,0.084
CSD,Mode 3,118.0,0.012555326,31.606618,0.0832
CSD,Mode 3,119.0,0.0094597316,31.570587,0.0824
CSD,Mode 3,120.0,0.0064010398,31.536708,0.0817
CSD,Mode 3,121.0,0.0033814451,31.504822,0.0809
CSD,Mode 4,1.0,-0.001494997,87.909704,27.3139
CSD,Mode 4,2.0,-0.0081205891,87.688168,13.6225
CSD,Mode 4,3.0,-0.0082049376,87.519284,9.0642
CSD,Mode 4,4.0,-0.0061676588,87.419568,6.7904
CSD,Mode 4,5.0,-0.0047816401,87.3811,5.4299
CSD,Mode 4,6.0,-0.0042401849,87.391616,4.5255
CSD,Mode 4,7.0,-0.0042086012,87.404448,3.8796
CSD,Mode 4,8.0,-0.0043676165,87.413348,3.395
CSD,Mode 4,9.0,-0.0046161398,87.420328,3.018
